TitleName	TitleId	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	Color
Tµi n¨ng sè 1 Jianwang	213	165	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
Ng­êi phô n÷ tµi n¨ng sè 1 cña Jianwang	214	165	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
toµn tri	215	165	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
ng­êi ®µn «ng v« ®Şch	216	165	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
häc giµu n¨m xe	217	165	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
HiÖp sÜ s«ng hå	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
Ng­êi lín tuæi	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
cùu chiÕn binh	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
«ng giµ	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
hæ bay	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
Nhµ v« ®Şch Santo	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
S¸ch Th¬m Mùc ¶nh Hµo Hïng	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2010¹ÙÍøÕ÷ÎÄ½±Àø	"0,255,0"
Ngh×n chĞn r­îu anh hïng trong lóc ho¹n n¹n	225	145	0	0	0	1028	2	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	"0,255,0"
Mét anh hïng hµo hiÖp táa s¸ng trªn Kyushu	226	162	0	0	0	1028	3	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	"0,255,0"
KiÕm thuËt ®¸ng tù hµo thÕ giíi chÊn ®éng bÇu trêi	227	163	0	0	0	1028	4	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	"0,255,0"
Trªn ®êi kh«ng cã anh hïng	228	164	0	0	0	1028	5	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·	"0,255,0"
m­êi b¨ng ®¶ng hµng ®Çu	229	149	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
Vua PK	230	170	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
TËp hîp c¸c anh hïng kiÕm Jinshan ®Çu tiªn	231	171	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê×½ì½ğÉ½ÂÛ½£	"0,255,0"
Chñ s«ng hå	232	172	0	0	0	1200	2	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·1	"0,255,0"
anh hïng vâ thuËt	233	173	0	0	0	1200	3	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·2	"0,255,0"
kiÕm sÜ tèi cao	234	174	0	0	0	1200	4	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·3	"0,255,0"
®éc ®¸o trªn thÕ giíi	235	175	0	0	0	1200	5	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·4	"0,255,0"
Long Tranh Hæ ®Êu	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
§éc C« CÇu B¹i	237	177	0	0	0	1240	5	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	"0,255,0"
Vâ L©m Chİ T«n	238	178	0	0	0	1241	4	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	"0,255,0"
NhÊt §¹i T«ng s­ 	239	179	0	0	0	1242	3	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	"0,255,0"
TuyÖt ThÕ Cao Thñ	240	180	0	0	0	1243	2	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	"0,255,0"
Vang Danh Giang Hå	241	181	0	0	0	1244	1	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	"0,255,0"
HiÖp Danh ViÔn B¸	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	"0,255,0"
Vâ L©m T©n Tó	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	"0,255,0"
Míi nhËp giang hå 	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	"0,255,0"
Vâ L©m Minh Chñ	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	"0,255,0"
Vâ L©m Minh Chñ	3000	162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC	"0,255,0"
ThËp §¹i Cao Thñ	3001	162	0	0	0	976	6	977	20	990	6	0	0	0	0	2011VLMC	"0,255,0"
§Ö NhÊt Chñ So¸i	246	0	0	0	0	1205	4	0	0	0	0	0	0	0	0	µÚÒ»Ö÷Ë§³ÆºÅ	"0,255,0"
cùu anh hïng	247	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯1	"0,255,0"
Vò L©n Thiªn Giao	248	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯2	"0,255,0"
anh hïng lang b¨m	249	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯3	"0,255,0"
KiÕm Yao Kyushu	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¸ßÊÖÈ¥ÄÄÇø·şÑ¡°Î	"0,255,0"
c¸i nh×n ®Çu tiªn	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	³õ¿úÃÅ¾¶	"0,255,0"
Nhãm ®Çu tiªn cña cuéc thi tuyÓn chän H¸n ViÖt	252	187	0	0	0	1259	3	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡²¦ÈüµÚÒ»°ï	"0,255,0"
8 ng­êi ch¬i hµng ®Çu trong c¸c thö nghiÖm Trung Quèc-ViÖt Nam	253	187	0	0	0	1259	3	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	"0,255,0"
§éi Kú L©n Rång Trung Quèc-ViÖt Nam lÇn thø 2	254	186	0	0	0	0	0	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	"0,255,0"
Thiªn H¹ V« Song	255	193	0	0	0	1260	3	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ğÖÜ»ı·ÖµÚÒ»Ãû³ÆºÅ	"0,255,0"
Th©n Thñ BÊt Phµm	256	194	0	0	0	1260	2	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ğÖÜ»ı·ÖµÚ¶şÃû³ÆºÅ	"0,255,0"
Vang Danh Tø Ph­¬ng	257	195	0	0	0	1260	1	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ğÖÜ»ı·ÖµÚÈıÃû³ÆºÅ	"0,255,0"
Vâ Häc Kú Tµi	258	196	0	0	0	1261	10	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ğÖÜ»ı·ÖµÚËÄÃû³ÆºÅ	"0,255,0"
v« sè anh em	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
KiÕm kh¸ch yªu cÊp 200 tiªn nh©n	260	197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔì¼«£¨µÚÒ»¸ö200×ª×¨ÓÃ£©	"0,255,0"
s«ng vµ hå	261	172	0	0	0	1277	2	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·1	"0,255,0"
HiÖp sÜ bèn biÓn	262	173	0	0	0	1277	3	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·2	"0,255,0"
anh hïng vâ thuËt	263	174	0	0	0	1277	4	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·3	"0,255,0"
tèi cao thÕ giíi	264	175	0	0	0	1277	5	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·4	"0,255,0"
mét ng­êi cã ®­îc con ®­êng	265	0	0	0	0	1281	1	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
hai con rång cÊt c¸nh	266	0	0	0	0	1281	2	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
Tam D­¬ng Khai §µi	267	0	0	0	0	1281	3	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
Bé tø héi tô	268	0	0	0	0	1281	4	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
Ngò Phóc	269	0	0	0	0	1281	5	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
s¸u hîp ®ång giã	270	0	0	0	0	1281	6	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
b¶y ng«i sao táa s¸ng	271	0	0	0	0	1281	7	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
uy tİn	272	0	0	0	0	1281	8	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
Chİn l­ît thµnh c«ng	273	0	0	0	0	1281	9	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
hoµn h¶o 	274	0	0	0	0	1281	10	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
th×a nh¶y móa	275	0	0	0	0	1282	1	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
Kim Thoa	276	0	0	0	0	1282	2	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
th¶o qu¶	277	0	0	0	0	1282	3	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
B¹ch Ngäc 	278	0	0	0	0	1282	4	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
®µo vµ mËn	279	0	0	0	0	1282	5	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
th­ hoa	280	0	0	0	0	1282	6	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
v­¬ng miÖn yÕu	281	0	0	0	0	1282	7	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
®øng	282	0	0	0	0	1282	8	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
kh«ng bèi rèi	283	0	0	0	0	1282	9	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯	"0,255,0"
thÆng d­ hµng n¨m	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
giµu ®ã	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
DÆm Bµnh Thµnh	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
kÕ ho¹ch lín	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
sum häp gia ®×nh	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
lu«n b×nh yªn	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
b­íc lªn	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
Tr­êng hîp b×nh ®¼ng	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
Chunxuan vµ xum xuª	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
Tµi Léc gÆt hoµi kh«ng hÕt	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
chóc may m¾n	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
rång vµ ph­îng	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
§Çy vµng ngäc	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
tiÒn th­ëng h¹nh phóc	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
Subinanshan	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	"0,255,0"
§éc C« CÇu §Şch	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¶À¹ÂÎŞµĞ	"0,255,0"
2012 offline gÆp gì b¨ng ®¶ng kû niÖm	300	199	0	0	0	1174	4	0	0	0	0	0	0	0	0	2012ÏßÏÂ°ï»á¼ûÃæ¼ÍÄî	"0,255,0"
Thiªn h¹ ®Ö nhÊt # B¨ng ®¶ng v« song	301	200	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·	16762880
S«ng hå v« song S­ tö v« song	302	201	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·	"0,255,0"
2012 Top 16 cña nhãm ®Çu tiªn trªn thÕ giíi	303	202	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·	"0,255,0"
§¹t ®Õn ®Ønh cao	304	197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔì¼«(200×ªÍæ¼Ò½±Àø)	"0,255,0"
anh hïng wechat	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ĞÅ»î¶¯	"0,255,0"
Tèng binh	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
Tèng HiÖu óy	307	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
Tèng Thèng lÜnh	308	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
Tèng Phã t­íng	309	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
Tèng §¹i t­íng	310	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
Kim binh	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
Kim HiÖu óy	312	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
Kim Thèng LÜnh	313	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
Kim Phã t­íng	314	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
Kim §¹i t­íng	315	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	"0,255,0"
s¸t thñ sãi	316	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	¶ñÀÇÀ´Ï®³ÆºÅ	16762880
Golden Ge Iron Horse	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂ·ş³ÆºÅ	
T­íng TrÊn ViÔn	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16762880
T­íng Tuyªn VÖ	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
T­íng qu©n §Şnh ViÔn	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
t­íng kiÓm l©m	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
Chiªu Vâ HiÖu óy	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
Trung óy Ren Yong	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"0,255,0"
…”•B¸ Chñ ThÊt Thµnh•“…      	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2013Íæ¼Ò¼ûÃæ»á	"0,255,0"
Thiªn H¹ §Ö NhÊt Bang 	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÒ»	"0,255,0"
Thiªn H¹ §Ö NhÊt - Bang V« Song V­¬ng	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚ¶ş	"0,255,0"
§éc Bé Giang Hå - C¸i ThÕ Hïng S­	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÈı	"0,255,0"
16 C­êng Thiªn H¹ §Ö NhÊt Bang n¨m 2012	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚËÄ	"0,255,0"
§¨ng Phong T¹o Cùc	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÎå	"0,255,0"
Hµo HiÖp Wechat	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÁù	"0,255,0"
Tèng binh	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÆß	"0,255,0"
Tèng HiÖu óy	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚ°Ë	"0,255,0"
Tèng Thèng lÜnh	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚ¾Å	"0,255,0"
Tèng Phã t­íng	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÊ®	"0,255,0"
Tèng §¹i t­íng	335	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	»ªÉ½Ê®´ó¸ßÊÖ	16762880
Kim binh	336	143	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ĞÅ»î¶¯	16762880
Kim HiÖu óy	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ĞÅ»î¶¯	"0,255,0"
Kim Thèng LÜnh	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ĞÅ»î¶¯	"0,255,0"
Kim Phã t­íng	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔµÇ£»ªÉ½	"0,255,0"
Kim §¹i t­íng	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂ·ş³ÆºÅ	"0,255,0"
Cao Thñ §å Long	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YY»î¶¯	"0,255,0"
Kim Qua ThiÕt M·	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YY»î¶¯	"0,255,0"
ChÊn ViÔn §¹i T­íng Qu©n	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YY»î¶¯	"0,255,0"
Tuyªn Uy T­íng Qu©n	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YY»î¶¯	"0,255,0"
§Şnh ViÔn T­íng Qu©n	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇøÓò¹¤×÷ÈËÔ±	16762880
Du Kú T­íng Qu©n	346	0	0	0	0	1450	5	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈü	
Chiªu Vâ HiÖu óy	347	0	0	0	0	1450	3	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈü	
Nh©n Dòng T­íng Qu©n	348	202	0	0	0	0	0	0	0	0	0	0	0	0	0	2013ÄêÌìÏÂµÚÒ»°ï¹â»·	
2013¹ãÖİÓ¢ĞÛ¾ÛÊ×	349	0	0	0	0	1452	4	0	0	0	0	0	0	0	0	½ğÅÆµÚÒ»°ï	
§éc B¸ Thiªn H¹	350	0	0	0	0	1452	3	0	0	0	0	0	0	0	0	½ğÅÆµÚÒ»°ï	
Uy M·nh V« Song	351	0	0	0	0	1452	2	0	0	0	0	0	0	0	0	½ğÅÆµÚÒ»°ï	
Lùc ¸p QuÇn Hïng	352	0	0	0	0	1452	1	0	0	0	0	0	0	0	0	½ğÅÆµÚÒ»°ï	
Tø TuyÖt chiÕn tr­êng	353	0	0	0	0	1455	16	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Ngò TuyÖt chiÕn tr­êng	354	0	0	0	0	1455	15	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Lôc TuyÖt chiÕn tr­êng	355	0	0	0	0	1455	14	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
ThÊt TuyÖt chiÕn tr­êng 	356	0	0	0	0	1455	13	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
B¸t TuyÖt chiÕn tr­êng	357	0	0	0	0	1455	12	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Cöu TuyÖt chiÕn tr­êng	358	0	0	0	0	1455	11	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
ThËp TuyÖt chiÕn tr­êng	359	0	0	0	0	1455	10	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Hoa S¬n tuyÖt ®Ønh	360	0	0	0	0	1455	9	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Gi¸p Qu¸n QuÇn Hïng - Kiªu Dòng TuyÖt Lu©n	361	0	0	0	0	1455	8	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Vâ Lùc Kinh ThÕ - TuyÖt TrÊn Nhung Ngò	362	0	0	0	0	1455	7	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Hõng T­ Anh Ph¸t - BÊt Phµm ChiÕn L÷	363	0	0	0	0	1450	5	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈü	
Duyªn Khiªn Hoa S¬n	364	0	0	0	0	1454	1	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Hoa S¬n LuËn KiÕm	365	0	0	0	0	1454	3	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Phó Kh¶ §Şch Quèc	366	0	0	0	0	1454	6	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Ph¸ Qu©n	367	145	0	0	0	1277	2	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·1	
Vâ Khóc	368	172	0	0	0	1277	3	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·2	
Tham Lang	369	162	0	0	0	1277	4	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·3	
HuyÕt Dôc	370	163	0	0	0	1277	5	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·4	
ChiÕn Thiªn	371	164	0	0	0	1277	6	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·5	
Th­¬ng Hång	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Lang H¹o	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
TriÖu M·nh	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Th­¬ng H©n	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Tèng binh	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Kim binh	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Thiªn H¹ V« §Şch	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Thiªn H¹ ThËp C­êng	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
T©n thñ 	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Sù phån vinh	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
chóc may m¾n	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
rång vµ ph­îng	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
§Çy vµng ngäc	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
tiÒn th­ëng h¹nh phóc	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Subinanshan	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯	
Nh÷ng g× diÔn ra xung quanh	387	0	0	0	0	1494	8	1495	8	0	0	0	0	0	0	ÉÆÓĞÉÆ±¨	16762880
Fengming Kyushu	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂ·ş³ÆºÅ	
chóng ta cã thÓ mua trµ trøng	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔÂ¶È»î¶¯	
Top 8 vßng lo¹i Trung Quèc-ViÖt Nam lÇn thø 4	390	0	0	0	0	1450	5	0	0	0	0	0	0	0	0	µÚËÄ½ìÖĞÔ½ÓÑÒêÈü	
Nhãm ®Çu tiªn H¸n-ViÖt thø 4	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	µÚËÄ½ìÖĞÔ½ÓÑÒêÈü	
